entropy,step,episode,average_js_divergence,median_js_divergence,min_js_divergence,max_js_divergence,std_js_divergence,average_kl_divergence,median_kl_divergence,min_kl_divergence,max_kl_divergence,std_kl_divergence
0,100000,,0.035157497672749616,0.017649227452434635,0,0.23554213077295977,0.055100177,0.11659007510621852,0.051293294362811374,0,0.7662176073499188,0.17909329870184829
0,200000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0,300000,,0.03529999,0.017649227452434635,0,0.17854931209184915,0.048749356,0.24315403318101225,0.051293294362811374,0,2.4380191382228538,0.5346505818698092
0,400000,,0.036325524,0.017649227452434635,0,0.23554213077295977,0.055555147205032705,0.12212503978905731,0.051293294362811374,0,0.7662176073499188,0.18533832706393438
0,500000,,0.041971024,0.017649227452434635,0,0.23554213077295977,0.063920927,0.17054429712398372,0.051293294362811374,0,1.4467923385736874,0.3358057964266555
0,600000,,0.026852475,0.017649227452434635,0,0.14000312028869358,0.032890658993717015,0.094662565,0.051293294362811374,0,0.4307829160649039,0.11105107455484116
0,700000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0,800000,,0.043118769168794334,0.017649227452434635,0,0.23554213077295977,0.065700384,0.699588336,0.051293294362811374,0,12.522634482919269,2.6495758511977083
0,900000,,0.041624479,0.017649227452434635,0,0.23554213077295977,0.059157653,0.16503128571299663,0.051293294362811374,0,1.041768151272835,0.26743232866761435
0,1000000,,0.041562611,0.017649227452434635,0,0.23554213077295977,0.064102166,0.17012928336986158,0.051293294362811374,0,1.4467923385736874,0.33595827010916113
0,1100000,,0.035385194861055035,0.017649227452434635,0,0.23554213077295977,0.055639013,0.11943312296338633,0.051293294362811374,0,0.7662176073499188,0.18299908172177154
0,1200000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0,1300000,,0.037491036,0.017649227452434635,0,0.23554213077295977,0.056506591,0.13397112935264047,0.051293294362811374,0,0.7662176073499188,0.21485948304596725
0,1400000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0,1500000,,0.036528096,0.017649227452434635,0,0.23554213077295977,0.055730593,0.12615919159121877,0.051293294362811374,0,0.7662176073499188,0.19716357869894394
0,1600000,,0.041971024,0.017649227452434635,0,0.23554213077295977,0.063920927,0.17054429712398372,0.051293294362811374,0,1.4467923385736874,0.3358057964266555
0,1700000,,0.037319371,0.008743456,0,0.23554213077295977,0.063170021,0.153963257,0.026845523752918904,0,1.286230881,0.3103739373205567
0,1800000,,0.038165504,0.017649227452434635,0,0.23554213077295977,0.057237108,0.13949827383092658,0.051293294362811374,0,0.794825849,0.2297776997771307
0,1900000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0,2000000,,0.041131201554826836,0.017649227452434635,0,0.23554213077295977,0.061489942,0.5965797950117464,0.051293294362811374,0,10.379396779369008,2.1946220154741485
0,final,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.001,100000,,0.035023009,0.017649227452434635,0,0.23554213077295977,0.055172992,0.11438048574586833,0.051293294362811374,0,0.7662176073499188,0.18026396905851744
0.001,200000,,0.0355847,0.008743456,0,0.23554213077295977,0.05720363,0.1434357049861635,0.051293294362811374,0,0.7662176073499188,0.21709443845076773
0.001,300000,,0.03364159,0.016114344060735534,0,0.23554213077295977,0.055370401100491316,0.14970522733665945,0.051293294362811374,0,0.97808734,0.2559482505841662
0.001,400000,,0.03021494,0.008743456,0,0.14000312028869358,0.045041679,0.10867282078410327,0.025317807960296784,0,0.6302876093230454,0.17955772806636366
0.001,500000,,0.035872635863335986,0.017649227452434635,0,0.23554213077295977,0.055971372,0.11874973368214879,0.051293294362811374,0,0.7662176073499188,0.18823985844936386
0.001,600000,,0.030066919531261303,0.016114344060735534,0,0.14767346386206792,0.042769551,0.1013544192939208,0.046802747,0,0.5236032473725151,0.14979952387925638
0.001,700000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.001,800000,,0.037010815274449015,0.017649227452434635,0,0.23554213077295977,0.055495659,0.12958754154807745,0.051293294362811374,0,0.7662176073499188,0.19579421800379634
0.001,900000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.001,1000000,,0.032503717,0.016114344060735534,0,0.23554213077295977,0.055877752,0.099953081,0.046802747,0,0.7662176073499188,0.17907552843253655
0.001,1100000,,0.03629729,0.017649227452434635,0,0.23554213077295977,0.055299241,0.30207459590648367,0.051293294362811374,0,4.154608977140299,0.8792892736616211
0.001,1200000,,0.036868947316382815,0.017649227452434635,0,0.23554213077295977,0.056792794,0.13251212575976357,0.051293294362811374,0,0.7662176073499188,0.21551896854120225
0.001,1300000,,0.033774364,0.017649227452434635,0,0.23554213077295977,0.055331043,0.10553536588369962,0.051293294362811374,0,0.7662176073499188,0.17706979807273174
0.001,1400000,,0.035672760732047094,0.017649227452434635,0,0.23554213077295977,0.055332704323291584,0.11887276744128658,0.051293294362811374,0,0.7662176073499188,0.18062909511607347
0.001,1500000,,0.032251817,0.008743456,0,0.16467395532052198,0.048907359,0.11671818470135943,0.025317807960296784,0,0.7006654100700418,0.19697425825500073
0.001,1600000,,0.035200055180970816,0.017649227452434635,0,0.23554213077295977,0.055740185981224745,0.25343290164707616,0.051293294362811374,0,3.0771074782550207,0.6567512427411099
0.001,1700000,,0.041357716,0.017649227452434635,0,0.23554213077295977,0.064185449,0.6519662836534172,0.051293294362811374,0,11.593492252708742,2.4530450616697257
0.001,1800000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.001,1900000,,0.041971024,0.017649227452434635,0,0.23554213077295977,0.063920927,0.17054429712398372,0.051293294362811374,0,1.4467923385736874,0.3358057964266555
0.001,2000000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.001,final,,0.033405561,0.017649227452434635,0,0.23554213077295977,0.055502815,0.10614934085304974,0.051293294362811374,0,0.7662176073499188,0.1773765803144768
0.01,100000,,0.037280307,0.017649227452434635,0,0.23554213077295977,0.056706409154249536,0.14473080406922265,0.051293294362811374,0,0.7662176073499188,0.20654734936686742
0.01,200000,,0.033129140216250144,0.016114344060735534,0,0.23554213077295977,0.055902846871780286,0.11130657372889738,0.046802747,0,0.7662176073499188,0.18548819650444154
0.01,300000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.01,400000,,0.036958622,0.017649227452434635,0,0.23554213077295977,0.056037976,0.12963584545094872,0.051293294362811374,0,0.7662176073499188,0.20449180576868997
0.01,500000,,0.035039638,0.017649227452434635,0,0.23554213077295977,0.055022627,0.2723114558195969,0.051293294362811374,0,2.4380191382228538,0.5635565857824114
0.01,600000,,0.035233976919729806,0.017649227452434635,0,0.23554213077295977,0.055240475,0.1651255277694271,0.051293294362811374,0,1.0710481061251012,0.2721658795331315
0.01,700000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.01,800000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.01,900000,,0.034513554,0.017649227452434635,0,0.23554213077295977,0.055169315,0.11061828808631696,0.051293294362811374,0,0.7662176073499188,0.1778402675575805
0.01,1000000,,0.033326602,0.017649227452434635,0,0.23554213077295977,0.055524580224315424,0.10232280551798427,0.051293294362811374,0,0.7662176073499188,0.1780839160587531
0.01,1100000,,0.039800424614019676,0.017649227452434635,0,0.23554213077295977,0.059607177,0.15293060193876967,0.051293294362811374,0,1.076904739684193,0.27205052859652756
0.01,1200000,,0.036818075,0.010837027264997719,0,0.23554213077295977,0.060787728,0.14497900345600737,0.037293347091953886,0,1.0873042021688681,0.27675351148932714
0.01,1300000,,0.033988347400843166,0.017649227452434635,0,0.23554213077295977,0.055287706905270996,0.1390786494563623,0.051293294362811374,0,0.7662176073499188,0.21407351978303882
0.01,1400000,,0.037596032,0.017649227452434635,0,0.23554213077295977,0.056438838793602994,0.18824445972597298,0.051293294362811374,0,1.183035812473823,0.308546613
0.01,1500000,,0.032574559,0.017649227452434635,0,0.23554213077295977,0.055858563,0.10015306033462916,0.051293294362811374,0,0.7662176073499188,0.17902224945624387
0.01,1600000,,0.041971024,0.017649227452434635,0,0.23554213077295977,0.063920927,0.17054429712398372,0.051293294362811374,0,1.4467923385736874,0.3358057964266555
0.01,1700000,,0.041096713,0.017649227452434635,0,0.23554213077295977,0.056781899736701384,0.33733679655189325,0.051293294362811374,0,4.154608977140299,0.8834042947198562
0.01,1800000,,0.035955646,0.017649227452434635,0,0.23554213077295977,0.055422926555470764,0.12159497342869331,0.051293294362811374,0,0.7662176073499188,0.18905899006781676
0.01,1900000,,0.027385625443920467,0.008743456,0,0.1543001092285452,0.043436013883913056,0.085733882,0.025317807960296784,0,0.5438160510465544,0.143336225
0.01,2000000,,0.039798093,0.016114344060735534,0,0.23554213077295977,0.062633051,0.15991157928884273,0.046802747,0,1.2975027823519374,0.3107069343205528
0.01,final,,0.033527911,0.017649227452434635,0,0.23554213077295977,0.055469447023551305,0.10498116648010772,0.051293294362811374,0,0.7662176073499188,0.17765143992518623
0.1,100000,,0.035569993,0.017649227452434635,0,0.23554213077295977,0.056230731,0.18672129687082148,0.051293294362811374,0,1.4931471610619451,0.34783951595529033
0.1,200000,,0.032260758,0.016114344060735534,0,0.23554213077295977,0.055854943771715945,0.099351319,0.046802747,0,0.7662176073499188,0.17898394956853506
0.1,300000,,0.036805311,0.017649227452434635,0,0.23554213077295977,0.05592111,0.12839427898909078,0.051293294362811374,0,0.7662176073499188,0.20176783020522185
0.1,400000,,0.029381603863217955,0.013518302496442768,0,0.1724612184816992,0.045486184296366874,0.13687638941014924,0.046802747,0,0.8997079519110723,0.2277732263354908
0.1,500000,,0.033144221,0.017597883,0,0.23554213077295977,0.055627568859779666,0.10441546850945826,0.051293294362811374,0,0.7662176073499188,0.17794357910037745
0.1,600000,,0.030987491379583215,0.016114344060735534,0,0.18927832250813012,0.047866115,0.10551349423191614,0.046802747,0,0.645781678,0.1598376462764655
0.1,700000,,0.03153444,0.011040055680056343,0,0.20301019580852192,0.050755976894379745,0.27609406722269764,0.042578006,0,3.8839481760920833,0.8233017003407733
0.1,800000,,0.038434468107611384,0.017649227452434635,0,0.23554213077295977,0.059143495,0.14609305312981818,0.051293294362811374,0,0.9830921911210095,0.2583183156279816
0.1,900000,,0.037305269,0.017649227452434635,0,0.23554213077295977,0.055911545,0.1486632405114984,0.051293294362811374,0,0.7662176073499188,0.21052004541032146
0.1,1000000,,0.032894998178683084,0.016114344060735534,0,0.18112683048771128,0.046642574,0.31697568459331593,0.051293294362811374,0,3.8839481760920833,0.8228530596366412
0.1,1100000,,0.031230292,0.016274949639090916,0,0.1985387274132186,0.049101933507899494,0.12218419413767852,0.051293294362811374,0,0.6713874163198443,0.17301982079623876
0.1,1200000,,0.036350666,0.017649227452434635,0,0.23554213077295977,0.055319820364278884,0.13989306077567507,0.051293294362811374,0,0.7662176073499188,0.19519778917657166
0.1,1300000,,0.037814739,0.017649227452434635,0,0.23554213077295977,0.05614266,0.16034761327613767,0.051293294362811374,0,0.7662176073499188,0.21227931615184192
0.1,1400000,,0.030448234,0.008743456,0,0.19091106451342924,0.04851131,0.1251990512907811,0.046802747,0,0.6503406441897716,0.1856561198451068
0.1,1500000,,0.033356557,0.017649227452434635,0,0.23554213077295977,0.055509399,0.10299254871350039,0.051293294362811374,0,0.7662176073499188,0.17777720317644813
0.1,1600000,,0.032515909,0.016114344060735534,0,0.23554213077295977,0.055870766398534236,0.099993397,0.046802747,0,0.7662176073499188,0.1790534587790976
0.1,1700000,,0.035482343,0.017649227452434635,0,0.23554213077295977,0.055935276,0.12178427782269623,0.051293294362811374,0,0.7662176073499188,0.19413852595871595
0.1,1800000,,0.034863729615737346,0.017649227452434635,0,0.23554213077295977,0.055161731784007156,0.11318725073143142,0.051293294362811374,0,0.7662176073499188,0.17932794564043542
0.1,1900000,,0.031922372,0.008743456,0,0.23554213077295977,0.056066607,0.222900492,0.029621085118082507,0,2.721281361503348,0.5867220346600825
0.1,2000000,,0.029751014,0.015682341573054894,0,0.2004829399958057,0.049997435,0.094675031,0.046802747,0,0.6766842355491594,0.1631151493595922
0.1,final,,0.034005969244734514,0.017649227452434635,0,0.18927832250813012,0.048341884993284956,0.1456895189492842,0.051293294362811374,0,0.645781678,0.20254930055001708
1,100000,,0.034383806,0.017649227452434635,0,0.23554213077295977,0.055183409,0.10968849431965381,0.051293294362811374,0,0.7662176073499188,0.1774821380679736
1,200000,,0.033438796,0.016114344060735534,0,0.19633695131197054,0.049316742206908765,0.14087614052803962,0.051293294362811374,0,0.6653552296799757,0.1912527805047888
1,300000,,0.034196996082408816,0.017649227452434635,0,0.23554213077295977,0.055130317,0.15932758740273006,0.051293294362811374,0,1.183035812473823,0.28891744014272547
1,400000,,0.034383806,0.017649227452434635,0,0.23554213077295977,0.055183409,0.10968849431965381,0.051293294362811374,0,0.7662176073499188,0.1774821380679736
1,500000,,0.03927916,0.017649227452434635,0,0.23554213077295977,0.058330019,0.21547369021520313,0.051293294362811374,0,1.4931471610619451,0.3801117228528618
1,600000,,0.033365951,0.016114344060735534,0,0.23554213077295977,0.055480012,0.1051203521295775,0.051293294362811374,0,0.7662176073499188,0.17720660407926872
1,700000,,0.034372739534628396,0.017649227452434635,0,0.23554213077295977,0.055492937551212485,0.11269724972508632,0.051293294362811374,0,0.7662176073499188,0.18138115050027703
1,800000,,0.033235532,0.017649227452434635,0,0.23554213077295977,0.055573113,0.10230893661221874,0.051293294362811374,0,0.7662176073499188,0.1780908520876158
1,900000,,0.035920356,0.017649227452434635,0,0.23554213077295977,0.056002079,0.12451738311529964,0.051293294362811374,0,0.7662176073499188,0.1979222534129511
1,1000000,,0.035875732,0.017649227452434635,0,0.23554213077295977,0.055389253,0.12096455136188575,0.051293294362811374,0,0.7662176073499188,0.18808628302330355
1,1100000,,0.033038436808705295,0.016114344060735534,0,0.23554213077295977,0.055681155,0.13413450100714963,0.051293294362811374,0,0.7662176073499188,0.2106602367911398
1,1200000,,0.028330864,0.016114344060735534,0,0.1543001092285452,0.043138088,0.152071308,0.046802747,0,1.3204975735093907,0.29761066783375867
1,1300000,,0.037298187,0.017649227452434635,0,0.23554213077295977,0.057541104,0.1371685063527024,0.051293294362811374,0,0.794825849,0.2306362508379399
1,1400000,,0.03596018,0.016114344060735534,0,0.23554213077295977,0.055936248,0.15480041757764196,0.051293294362811374,0,0.7662176073499188,0.2242214407691324
1,1500000,,0.038467083,0.017649227452434635,0,0.23554213077295977,0.057611865,0.14197641722061854,0.051293294362811374,0,0.8468668606030189,0.23699917005576615
1,1600000,,0.036493210729664195,0.017649227452434635,0,0.23554213077295977,0.055714383,0.17076020452789886,0.051293294362811374,0,0.97808734,0.2665799626527345
1,1700000,,0.037477631,0.017649227452434635,0,0.23554213077295977,0.057565399,0.13759721007808212,0.051293294362811374,0,0.794825849,0.2306630416024449
1,1800000,,0.038663681,0.017649227452434635,0,0.23554213077295977,0.057871786,0.14359285,0.051293294362811374,0,0.8808119567444397,0.24186707152626422
1,1900000,,0.036439605,0.017649227452434635,0,0.23554213077295977,0.056469507,0.12956004064517698,0.051293294362811374,0,0.7662176073499188,0.20769356888015325
1,2000000,,0.038165504,0.017649227452434635,0,0.23554213077295977,0.057237108,0.13949827383092658,0.051293294362811374,0,0.794825849,0.2297776997771307
1,final,,0.034009338,0.017649227452434635,0,0.23554213077295977,0.055258247,0.16098086483216986,0.051293294362811374,0,1.183035812473823,0.28879366762559144